text,model,type,origin
"Fundo de Garantia do Tempo de Serviço
GFD - Guia do FGTS Digital
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Competência da guia FGTS Digital
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]",FGTSDigital,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Declaro ter recebido a importância líquida
Adiantamento Salarial",Contracheque,Recibo,synthetic
"Receita Federal do Brasil DAS
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação do Simples Nacional
Programa Gerador do DAS
Código de barras 85640000001234567890123456789012345678901234",SimplesNacional,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de Arrecadação
Guia de Arrecadação - GA
Vencimento [DATE] va1or tota1 [MONEY]
1dentificação do sujeito passivo [CNPJ]
Estado do Rio Grande Do 5u1",GARS,GuiaPagamento,synthetic
"Demonstrativo de Resultado
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Demonstração de Resultado",DREMensal,Relatorio,synthetic
"Identificação do sujeito passivo [CNPJ]
Demonstrativo de Resultado
Código de barras 85640000001234567890123456789012345678901234
Demonstração de Resultado
Período de apuração [DATE] a [DATE]",DREMensal,Relatorio,synthetic
"Identificação do sujeito passivo [CNPJ]
Receita Federal do Brasil DAS
Vencimento [DATE] valor total [MONEY]
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional",SimplesNacional,GuiaPagamento,synthetic
"Declaro ter recebido a importância líquida
Adiantamento
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Adiantamento Salarial
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",Contracheque,Recibo,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Declaro ter recebido a importância líquida
Vencimento [DATE] valor total [MONEY]
Adiantamento Salarial",Contracheque,Recibo,synthetic
"Identificação do sujeito passivo [CNPJ]
Guia de recolhimento municipal
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Prefeitura de Porto Alegre
Período de apuração [DATE] a [DATE]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Vencimento [DATE] valor total [MONEY]",ISSPoa,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Quantidade 10 unidades descrição material de escritório
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Pedido de compra ordem 4521
Identificação do sujeito passivo [CNPJ]",Desconhecido,Desconhecido,synthetic
"Período de apuração [DATE] a [DATE]
Estado do Rio Grande Do Sul
Guia de Arrecadação
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Guia de Arrecadação - GA
Autenticação bancária 00000.00000 11111.111111 22222.222222",GARS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Identificação do sujeito passivo [CNPJ]
Receita Federal do Brasil DAS
Vencimento [DATE] valor total [MONEY]",SimplesNacional,GuiaPagamento,synthetic
"1dentificação do sujeito passivo [CNPJ]
Presentes os sócios na sede da sociedade
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] va1or tota1 [MONEY]
Ata de reunião pauta 1 aprovação das contas",Desconhecido,Desconhecido,synthetic
"Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
Presentes os sócios na sede da sociedade
Ata de reunião pauta 1 aprovação das contas
Código de barras 85640000001234567890123456789012345678901234",Desconhecido,Desconhecido,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Sistema Público de Escrituração Digital SPED
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] valor total [MONEY]
Recibo de entrega de Escrituração Fiscal Digital
EFD ICMS IPI número do recibo",SPEDFiscal,Recibo,synthetic
"IRRF - Rendimento do trabalho assalariado DCTFWeb
Documento de Arrecadação de Receitas Federais
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Contribuição previdenciária CONTRPREV
Código de barras 85640000001234567890123456789012345678901234",DCTFWEB,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstrativo de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Demonstração de Resultado",DREMensal,Relatorio,synthetic
"Prefeitura de Porto Alegre
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Identificação do sujeito passivo [CNPJ]
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"1N55 Guia da Previdência 5ocia1 GP5
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Ministério da Previdência 5ocia1
1dentificação do sujeito passivo [CNPJ]
Código de pagamento 2100
Código de barras 85640000001234567890123456789012345678901234",GuiaGPS,GuiaPagamento,synthetic
"1dentificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Código de pagamento 2100
1N55 Guia da Previdência 5ocia1 GP5
Ministério da Previdência 5ocia1",GuiaGPS,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
1dentificação do sujeito passivo [CNPJ]
Documento de Arrecadação do 5imp1es Naciona1
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Receita Federa1 do Brasi1 DA5
Programa Gerador do DA5",SimplesNacional,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
Prefeitura de Porto Alegre
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"Demonstração de Resultado
Período de apuração [DATE] a [DATE]
Demonstrativo de Resultado
Identificação do sujeito passivo [CNPJ]",DREMensal,Relatorio,synthetic
"Código de pagamento 2100
INSS Guia da Previdência Social GPS
Identificação do sujeito passivo [CNPJ]
Ministério da Previdência Social
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Código de barras 85640000001234567890123456789012345678901234
Guia de Arrecadação - GA
Guia de Arrecadação
Período de apuração [DATE] a [DATE]",GARS,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
GFD - Guia do FGTS Digital
Competência da guia FGTS Digital
Fundo de Garantia do Tempo de Serviço",FGTSDigital,GuiaPagamento,synthetic
"Programa Gerador do DAS
Receita Federal do Brasil DAS
Vencimento [DATE] valor total [MONEY]
Documento de Arrecadação do Simples Nacional
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]",SimplesNacional,GuiaPagamento,synthetic
"Guia de Arrecadação - GA
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Guia de Arrecadação
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Estado do Rio Grande Do Sul
Vencimento [DATE] valor total [MONEY]",GARS,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Contribuição previdenciária CONTRPREV
IRRF - Rendimento do trabalho assalariado DCTFWeb
Identificação do sujeito passivo [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação de Receitas Federais
Período de apuração [DATE] a [DATE]
Contribuição previdenciária CONTRPREV
IRRF - Rendimento do trabalho assalariado DCTFWeb
Código de barras 85640000001234567890123456789012345678901234",DCTFWEB,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Guia de Arrecadação - GA
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação
Código de barras 85640000001234567890123456789012345678901234",GARS,GuiaPagamento,synthetic
"Guia de Arrecadação - GA
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação
Estado do Rio Grande Do Sul
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GARS,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Ata de reunião pauta 1 aprovação das contas
Presentes os sócios na sede da sociedade",Desconhecido,Desconhecido,synthetic
"Vencimento [DATE] valor total [MONEY]
Documento de Arrecadação de Receitas Federais
Período de apuração [DATE] a [DATE]
Contribuição previdenciária CONTRPREV
IRRF - Rendimento do trabalho assalariado DCTFWeb",DCTFWEB,GuiaPagamento,synthetic
"Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Receita Federal do Brasil DAS",SimplesNacional,GuiaPagamento,synthetic
"DARF código da receita 2089
Período de apuração [DATE] a [DATE]
Ministério da Fazenda 5ecretaria da Receita Federa1 do Brasi1
Vencimento [DATE] va1or tota1 [MONEY]
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222",DARF,GuiaPagamento,synthetic
"Guia de Arrecadação - GA
Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação
Autenticação bancária 00000.00000 11111.111111 22222.222222
Estado do Rio Grande Do Sul",GARS,GuiaPagamento,synthetic
"Ministério da Previdência Social
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de pagamento 2100
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
INSS Guia da Previdência Social GPS
Identificação do sujeito passivo [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Sistema Público de Escrituração Digital SPED
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
EFD ICMS IPI número do recibo
Recibo de entrega de Escrituração Fiscal Digital
Vencimento [DATE] valor total [MONEY]",SPEDFiscal,Recibo,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
DARF código da receita 2089
Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Ministério da Fazenda Secretaria da Receita Federal do Brasil",DARF,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Demonstração de Resultado
Demonstrativo de Resultado
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DREMensal,Relatorio,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de recolhimento municipal
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Período de apuração [DATE] a [DATE]
Prefeitura de Porto Alegre",ISSPoa,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Vencimento [DATE] va1or tota1 [MONEY]
Presentes os sócios na sede da sociedade
Código de barras 85640000001234567890123456789012345678901234
Ata de reunião pauta 1 aprovação das contas
1dentificação do sujeito passivo [CNPJ]",Desconhecido,Desconhecido,synthetic
"Demonstração de Resultado
Demonstrativo de Resultado
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DREMensal,Relatorio,synthetic
"Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Demonstração de Resultado
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
"EFD ICMS IPI número do recibo
Vencimento [DATE] valor total [MONEY]
Sistema Público de Escrituração Digital SPED
Recibo de entrega de Escrituração Fiscal Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]",SPEDFiscal,Recibo,synthetic
"Documento de Arrecadação de Receitas Federais
DARF código da receita 2089
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234",DARF,GuiaPagamento,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Código de barras 85640000001234567890123456789012345678901234
Guia de recolhimento municipal
Identificação do sujeito passivo [CNPJ]
Prefeitura de Porto Alegre
Autenticação bancária 00000.00000 11111.111111 22222.222222",ISSPoa,GuiaPagamento,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Sistema Público de Escrituração Digital SPED
Período de apuração [DATE] a [DATE]
EFD ICMS IPI número do recibo
Vencimento [DATE] valor total [MONEY]",SPEDFiscal,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
Contrato de prestação de serviços cláusula primeira
As partes acima identificadas têm entre si justo e contratado
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]",Desconhecido,Desconhecido,synthetic
"Presentes os sócios na sede da sociedade
Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Ata de reunião pauta 1 aprovação das contas
Autenticação bancária 00000.00000 11111.111111 22222.222222",Desconhecido,Desconhecido,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Pedido de compra ordem 4521
Quantidade 10 unidades descrição material de escritório",Desconhecido,Desconhecido,synthetic
"1dentificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] va1or tota1 [MONEY]
Ministério da Fazenda 5ecretaria da Receita Federa1 do Brasi1
Documento de Arrecadação de Receitas Federais
DARF código da receita 2089
Autenticação bancária 00000.00000 11111.111111 22222.222222",DARF,GuiaPagamento,synthetic
"Contribuição previdenciária CONTRPREV
Vencimento [DATE] valor total [MONEY]
Documento de Arrecadação de Receitas Federais
Código de barras 85640000001234567890123456789012345678901234
IRRF - Rendimento do trabalho assalariado DCTFWeb
Identificação do sujeito passivo [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Adiantamento
Autenticação bancária 00000.00000 11111.111111 22222.222222
Declaro ter recebido a importância líquida
Adiantamento Salarial
Vencimento [DATE] valor total [MONEY]",Contracheque,Recibo,synthetic
"Boleto de contribuição assistencial
Cedente sindicato código do beneficiário
Sindicato dos empregados contribuição confederativa
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",BoletoSindicato,GuiaPagamento,synthetic
"Guia de Arrecadação
Guia de Arrecadação - GA
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Estado do Rio Grande Do Sul",GARS,GuiaPagamento,synthetic
"Ministério da Previdência Social
INSS Guia da Previdência Social GPS
Código de pagamento 2100
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234",GuiaGPS,GuiaPagamento,synthetic
